Time	Magnets_Z	Extension	dx	dy	z0	x0	y0	Piezo_pstn	Magnets_Moving	turns
sec	mm	nm	nm	nm	nm	nm	nm	y/n	 
210.586	-10.480	246.323	9.810	40.595	-104.928	11653.162	10120.334	10.404	0.000	-0.000
210.596	-10.480	246.121	6.522	35.729	-103.720	11650.619	10120.473	10.404	0.000	-0.000
210.606	-10.480	238.696	16.235	30.766	-103.628	11651.645	10121.182	10.404	0.000	-0.000
210.617	-10.480	232.880	24.719	34.005	-97.704	11650.319	10120.384	10.404	0.000	-0.000
210.626	-10.480	235.795	16.899	36.957	-101.185	11649.949	10121.909	10.404	0.000	-0.000
210.636	-10.480	244.868	19.472	36.890	-102.832	11651.040	10118.140	10.404	0.000	-0.000
210.646	-10.480	240.749	27.232	33.710	-98.537	11652.807	10119.965	10.404	0.000	-0.000
210.656	-10.480	245.472	6.800	31.499	-97.107	11649.623	10120.020	10.404	0.000	-0.000
210.665	-10.480	238.162	11.293	28.357	-101.818	11652.027	10122.681	10.404	0.000	-0.000
210.676	-10.480	240.972	3.586	36.138	-100.070	11651.948	10121.580	10.404	0.000	-0.000
210.686	-10.480	234.853	33.433	38.200	-100.066	11645.709	10119.816	10.399	0.000	-0.000
210.696	-10.480	237.254	13.439	33.814	-100.499	11651.285	10121.235	10.399	0.000	-0.000
210.705	-10.480	242.426	5.284	38.695	-99.812	11652.195	10118.065	10.399	0.000	-0.000
210.715	-10.480	236.703	15.578	33.900	-102.361	11647.156	10124.449	10.399	0.000	-0.000
210.725	-10.480	251.392	-5.893	34.373	-105.888	11650.660	10120.393	10.399	0.000	-0.000
210.736	-10.480	234.902	2.217	37.515	-97.818	11653.615	10120.283	10.399	0.000	-0.000
210.745	-10.480	232.314	8.046	42.514	-92.898	11650.532	10120.916	10.399	0.000	-0.000
210.755	-10.480	242.083	8.338	33.532	-103.274	11652.792	10121.362	10.399	0.000	-0.000
210.765	-10.480	237.446	29.157	34.676	-98.203	11652.156	10119.263	10.399	0.000	-0.000
210.775	-10.480	242.147	24.342	30.346	-98.582	11650.658	10121.535	10.399	0.000	-0.000
210.785	-10.480	238.062	18.407	37.276	-98.666	11648.533	10117.078	10.399	0.000	-0.000
210.795	-10.480	240.793	15.159	40.248	-97.441	11652.661	10120.036	10.399	0.000	-0.000
210.806	-10.480	228.662	21.398	31.408	-90.661	11648.006	10119.928	10.399	0.000	-0.000
210.815	-10.480	231.261	-8.200	43.550	-99.817	11653.469	10120.636	10.399	0.000	-0.000
210.825	-10.480	246.792	0.072	40.439	-107.799	11652.586	10118.127	10.399	0.000	-0.000
210.834	-10.480	237.822	-0.491	36.060	-101.117	11653.377	10122.033	10.399	0.000	-0.000
210.845	-10.480	242.877	-2.022	34.443	-102.707	11654.964	10119.383	10.399	0.000	-0.000
210.855	-10.480	233.263	24.885	42.086	-94.946	11654.585	10117.928	10.399	0.000	-0.000
210.865	-10.480	239.340	14.427	36.443	-99.095	11652.353	10116.650	10.399	0.000	-0.000
210.874	-10.480	237.391	23.142	34.536	-95.189	11650.354	10122.166	10.399	0.000	-0.000
210.884	-10.480	224.919	5.684	31.444	-88.232	11654.741	10122.260	10.399	0.000	-0.000
210.894	-10.480	235.449	-0.949	38.447	-88.453	11653.710	10118.185	10.399	0.000	-0.000
210.905	-10.480	240.408	19.641	33.619	-98.236	11653.942	10117.668	10.399	0.000	-0.000
210.914	-10.480	238.160	17.508	34.813	-94.659	11650.602	10121.081	10.399	0.000	-0.000
210.924	-10.480	238.712	20.065	39.591	-95.593	11651.550	10121.033	10.399	0.000	-0.000
210.934	-10.480	230.757	34.672	33.537	-88.636	11652.875	10117.489	10.399	0.000	-0.000
210.944	-10.480	233.565	10.843	38.076	-94.726	11653.074	10121.627	10.399	0.000	-0.000
210.953	-10.480	239.428	19.583	28.432	-100.224	11651.998	10119.655	10.399	0.000	-0.000
210.963	-10.480	239.164	5.950	34.926	-92.651	11652.555	10120.959	10.399	0.000	-0.000
